feature,corr_with_drift,abs_corr,smd,abs_smd
geom_hull_frac,-0.49919085277238,0.49919085277238,-1.1385605060897221,1.1385605060897221
geom_risk_score,0.4095461056519166,0.4095461056519166,0.9030611766710986,0.9030611766710986
geom_nn_mean,-0.29682266555114245,0.29682266555114245,-0.5991737913988814,0.5991737913988814
geom_nn_cv,0.14344191247728655,0.14344191247728655,0.29783492518937743,0.29783492518937743
geom_hull_fill,0.11534302723701899,0.11534302723701899,0.23327180535358763,0.23327180535358763
geom_pca_aspect,-0.030559923597574416,0.030559923597574416,-0.06127554441990896,0.06127554441990896
geom_bbox_aspect,0.022108204276761526,0.022108204276761526,0.04423897537153058,0.04423897537153058
geom_rule_class,,,,
geom_guard_class,,,,
